57.5,25.6,15.4,21.2,10.5,19.4
55.3,25.6,16.2,22.5,10.4,16
59,23.1,16.6,22.5,11.9,12
69.6,23.1,16.9,21.8,12.4,14
58.1,23.1,16.5,22.4,12.4,12.4
52.5,23.1,14.7,18.7,10.7,13.8
51.4,23.1,16.6,23.4,10.7,11
79.3,23.1,14.4,15.7,12.7,12.8
85.3,28.1,13,16.9,11.4,5.6
62.8,48.1,14.8,20.1,11.1,4.4
34.3,48.6,11.2,14.8,7,8.6
37.4,48.1,9.4,15.4,3.9,2
44,48,12.8,20.4,4.6,2.4
52.4,48,15.5,20.9,11,6.2
53.1,48,17.3,21,13.1,7.8
59.8,48,17.1,21.7,14.4,13
66.3,48,16.5,22.1,11.8,8.4
72.3,48,12.3,15.3,7.1,12.6
36.9,49.5,7.6,12.1,3.7,1
42.8,49.5,9.5,15.3,3.1,1.2
43.6,49.5,12.7,19.5,6.6,3.2
49.6,49.5,14.5,19.8,11,6
80.5,27,12,13.5,10.2,9
54.8,32,14.8,20.8,10.7,4
42.8,32,15,22.1,8.5,6.8
31.9,100.6,18.1,24.1,13.1,29
33.3,100.6,18.5,24.9,12.2,24.5
27.5,100.6,20.8,28,14.2,21.6
45.4,100.6,20.7,27.4,15,21.6
45.1,90.1,20.1,26.6,15.5,18.8
55.4,87.1,16.2,19.2,13.2,14.6
57.9,87.1,17.1,21.1,14.4,9
53,87.1,19.1,25.2,14.8,16
78.8,87.1,16.1,17.2,15.1,13.8
65.3,93.6,16.9,22.7,13,13.8
58.6,93.6,16.6,22,12.7,11.14285714
56.6,93.6,16.6,20.5,13.9,11.57142857
51.4,94.1,18.1,24.5,12,11.71428571
38,94.1,19.5,25.8,13.1,52.28571429
39.1,94.1,21.3,28.7,14.5,19.42857143
34.8,46.6,23,28.9,17.2,13.28571429
34.6,37.6,23.3,29.3,17.8,13.28571429
39.5,37.6,22.1,27.8,18.3,18.71428571
53,37.6,19.7,24,17,18.28571429
45.4,9.6,20.5,26.6,16.2,17
44.8,7.6,19.8,26.1,14.1,18.14285714
65.6,7.6,19.3,23.4,17.1,15.71428571
58,7.9,20.9,26,16.4,20.42857143
40.8,8,21.6,25.4,18.8,16.42857143
44.4,8,20.7,23.6,18.6,16.57142857
58.6,8,20.9,27.2,16.6,10
52.3,7.8,21.4,26.7,16.3,14.85714286
44.8,7.6,23.1,28.8,19.2,73.14285714
38.9,7.6,23.3,29.1,18,14.85714286
35.1,7.6,23.7,29.1,18.6,19.42857143
62.6,7.6,22.5,27.5,19.8,13.85714286
62,7.6,23,28.9,19.1,18.83333333
62.8,7.6,23,29.4,18.5,17
66.4,7.6,22.2,27.9,19,1.833333333
59.5,9.6,24.2,29.9,18.6,2.166666667
58.8,9.6,23.7,28.7,20.8,4.166666667
59.4,9.6,23.2,27.8,20.3,4.857142857
58.9,9.6,22.6,28.9,19,36.28571429
53.1,3.5,23.4,28.9,18.3,17.71428571
49.1,3.5,24.8,31.7,19.3,38.85714286
52.8,3.5,23.7,28,20.4,36.28571429
61.3,3,23.5,29.9,20.2,30.85714286
52.5,3,23.6,29.8,18.1,53
46.5,3,24.9,30.2,20.1,98
44.8,3,26,33.5,20.9,99
49.1,3,25.4,31.3,21.3,67.28571429
55.3,3,25.7,32.4,21.3,62.85714286
61.4,3,24.3,29.3,21.3,130.1428571
55.8,3,26.2,31.7,21.5,77.57142857
48.3,3,27.8,32.8,23.6,91.57142857
40.5,3,26.5,33.2,22.2,133.2857143
44.9,2.7,24.6,30.8,20.6,55.14285714
47.1,2.6,24.8,31,19.3,56.42857143
50.4,2.6,25.3,29.6,20.9,72
60.4,2.6,25.9,31,22,88.42857143
87.8,22.4,21.9,23.7,20.2,38.14285714
80.1,91.9,21.6,25.4,19.2,45.14285714
62.8,91.9,24,29.8,21.7,99.57142857
78.1,91.9,22.7,25.7,19.7,84.28571429
79.8,116.9,24.4,27.4,22.6,38.28571429
89.6,117.2,22.7,24.6,20.9,15.14285714
88.8,189.2,20.9,21.8,19.9,10.42857143
62.1,291.7,24.8,31,18.5,21.14285714
64.5,289.7,25.8,30.7,21.4,43.28571429
64.1,289.7,26.3,32.3,21.9,74.71428571
67.4,289.7,25.9,29.1,21.7,85.71428571
83.5,296.2,23.3,26.5,21,46.85714286
72.3,303.8,24.7,28.5,21.1,34.16666667
76.1,303.8,26.1,29.3,21.8,61.33333333
82.1,380.3,22.8,26.2,20.4,533.5
89.5,388.3,19.7,20.5,19.1,127.5
80.3,420.8,21.7,25,19,41.42857143
70.5,423.3,25.5,29,21.6,113.8571429
78.8,423.3,26.3,28.4,24.7,120.4285714
85.3,429.3,23.9,26.5,22.4,151.2857143
73.6,501.8,25.6,29.7,22.1,217
67.4,502.8,27.5,31.4,24.1,330.5714286
74.4,502.8,27.2,30.4,23.7,484.1428571
73.9,519.3,27.6,30.5,25.6,432
71.9,520.3,27.8,32.1,25.5,280
68,520.3,27.9,32.1,24.2,250.8571429
63.4,520.3,28.1,32.6,24.3,291.1666667
68,520.3,27.9,32.3,24.9,458.5714286
67.3,520.3,28.5,33.2,25.2,415.4285714
66.8,500.3,29.2,33.2,26.2,110.1666667
72.3,430.8,28.4,31.6,23,458.4285714
66.1,448.8,29,33,26.6,118.5714286
56.8,448.9,30.8,35.3,25.9,102.7142857
53.6,423.9,30.8,35.5,26.8,163.8333333
51.9,423.6,31.3,35.4,27.1,75.28571429
50.1,351.6,31.7,36.2,28.2,52.42857143
51,249.1,31.8,36.7,27.5,81
54.1,249.1,31.5,35.8,27.8,43.14285714
48,249.1,30.7,35,26.6,21.85714286
51.6,249.1,29.6,34.3,25.6,27
63.5,242.6,29.7,34.6,26.6,117.7142857
69.4,234.6,27.4,29,25.7,104.2857143
65,234.9,27.7,31.8,24,215.2857143
80.3,158.4,25.5,27.9,22.3,2269.428571
65,167.4,26.6,32.1,22.1,175.8571429
64.3,136.9,26.7,31.2,23.2,90.33333333
88,149.9,23.7,27.1,22.4,282.8571429
68.8,286.4,26,28.9,22.7,263.5714286
74,280.4,27.5,32.2,24.3,372.5714286
80.3,207.9,27.2,28.6,25.8,306.7142857
75.8,208.9,27.9,30.8,26.3,163.7142857
87.4,213.9,25.4,27.1,24,108
85.4,256.9,25.3,28.7,23.5,120.5714286
80.5,392.9,22,24.6,20.3,131.1428571
68.3,409.9,23,25.7,20.5,77.14285714
70,410,23.3,26.1,21.1,64.71428571
80.1,417.5,25,28.9,21.5,61.71428571
72.3,429,27.5,32.4,24.1,130.2857143
59.9,429,28.5,32.9,24.5,127.8571429
69.5,429,26.1,29.4,21.8,38
70.3,424.5,25.7,29.1,21.7,28.28571429
85.8,430.4,21.4,24.7,18.7,101.4285714
65.6,464.9,23.8,28.4,18.7,82.42857143
69,464.9,25.2,29.4,22.3,52.85714286
65.1,464.9,25,29.5,20.8,74.85714286
71.4,464.9,24.9,28.5,22.2,89.28571429
84.1,464.9,22,24.4,19.7,63.71428571
61.1,520.4,22.3,26.1,19.2,47.57142857
52.9,530.9,21.6,27.1,16,62.28571429
60.6,530.9,22.5,27.2,16.9,46.28571429
71.8,533.9,20.2,23.7,17.7,121.2857143
68.4,558.6,20.9,25,17.1,130.7142857
61.4,558.6,23.2,28.3,17.8,74.57142857
53.1,541.6,22.8,27.5,18.1,473.1666667
68.9,539.6,21.6,24.8,19.6,52.33333333
87.1,524.6,20,21.1,18.6,77.57142857
68.5,401.6,19.4,21.8,17.3,49.57142857
56.8,403.6,21,25.5,17,83.71428571
60.1,403.6,19.9,22.1,17.5,86.57142857
86.8,404.1,17.3,18.4,16,93.28571429
69.4,484.6,20.9,24.6,17.7,140.8333333
63.9,425.1,20.6,25.2,17.7,71.5
69.6,288.1,20.1,24.7,15.6,62.85714286
68.3,271.1,20.1,24.3,17.2,67.28571429
60.6,271,20.7,26.4,15.2,76.57142857
56.6,263.5,21.2,26.6,16.4,89.85714286
49.8,252,21.5,27.5,16.1,86.28571429
52.3,252,21.8,27.8,16.9,96.57142857
60,252,21.3,25.4,17.5,63.57142857
62,238.5,20.3,23.6,17.7,70.71428571
72.3,232.5,18,22,15.4,192.5714286
58.8,211.5,16.4,19.8,14,1596.428571
63.8,212,16.2,21,12,420.8571429
64.3,212,18.1,24.6,12.5,47.14285714
64.3,212,19.3,24.9,14.3,73.57142857
60.4,212,19.9,26,15,65.14285714
61.6,156.5,19,24.2,14.4,78.57142857
61.4,146,19,22.8,14.9,45.57142857
52.9,146,19.6,24.5,16.1,53.85714286
54.9,143,19.2,24.4,15.1,60
53,118,18.4,23.4,14.6,57.28571429
60,118,17.6,22.4,13.8,65
69.6,118,15.7,20.3,12.6,42.5
47.4,131,13.9,19,9.9,42
51.8,130.5,14.9,21.4,8.5,37.42857143
54,117,16.4,23.1,11.3,71.85714286
39.9,115,16.3,21.8,12,61
33.3,115,14.8,21.8,10.3,59.28571429
71.1,96.7,24.3,29.6,20.6,0
58.5,96.8,25.8,31.1,20.9,1
57.5,96.8,26.6,31.8,22.9,202.25
63.9,96.8,25.1,29.6,22.7,487.25
69.6,96.8,22.9,26.2,20.6,433.375
66.6,97.1,23.5,29.4,19.6,355.875
58.6,97.1,25.1,29.8,21,276.125
59.8,40.6,24.5,29.7,21.1,257.375
63.1,29.1,25.1,31.8,20.4,316.375
61.1,26.6,25.5,30.6,21.5,331
54.8,28.1,27.2,32.6,21.8,438.5
60.4,28.1,27.7,31.9,23.4,0
58.4,28.3,27.1,31.3,23.9,341
82.5,28.3,24.3,27.9,21.5,279.625
69.1,79.8,25.2,30.7,20.5,586.125
84.3,79.6,24.9,27.6,23.1,363.375
73.4,112.1,25.6,30.2,22.1,889.5
73,113.1,25.2,30.6,21.6,560.5
78.8,113.1,24.9,29.5,22.4,430.875
88.6,116.1,24.3,26.3,22.3,442.25
87.3,184.1,24.5,26.2,23.5,394
82.8,190.6,25.3,26.1,24.6,927.125
88.4,192.1,23.6,24.3,23.2,778.75
90.1,266.1,24.2,25.6,22.2,234.875
90.9,431.1,24.1,25.4,23.1,421.875
80.1,454.1,26.5,29.1,23.6,975.125
70.4,457.6,26.9,28.8,25.2,789.75
89.1,458.6,24.2,25.7,23.5,1271.875
85.6,465.1,25.1,27.7,23.8,115
72,491.5,26.8,30.5,23.3,231.5
72.4,491.5,27,30.3,25.3,270.875
78.8,492.5,26.8,28.4,25.6,498.375
81,493,26.4,29.4,24.1,1168.875
87.3,577.2,25.7,26.4,24.7,1250.75
79,633.7,24.7,27.6,23.2,479.75
71.8,645.2,26,30.2,22.9,370.375
70.9,645.2,26.5,31.1,23.1,272.375
67.8,645.2,26.2,31.2,23.1,246.375
85.5,643.9,25.3,26.7,23.9,232.625
82.3,654.9,26.5,29.6,24.4,258.875
73.9,658.2,26.3,29.9,24,350.125
75.4,667.7,26.4,29,24.7,316.75
67.3,624.7,28,32.1,24.5,1012.5
80.4,624.7,27.4,29.3,25.2,2187.625
72.3,599.7,28.9,32.6,26.7,2494.5
76.4,598.8,28.3,31.3,26.4,1383.125
78.9,603.3,27.7,30.1,26.4,6207.125
80.8,607.3,26.4,27.6,23,6483.125
73.8,584.3,28.7,32.1,25,8612.125
73.5,577.8,29.3,32.8,27.3,3850.25
79.9,576.8,29.2,30.8,27.9,4236.125
82.4,562.8,28,29.4,25.8,1798.625
69.8,325.8,29.3,32.6,27.1,3125.375
65.6,302.8,29,32.9,26.6,6808
67.1,299.3,28.6,32,26.2,6238.375
71.8,297.8,28.7,31.7,26.1,3000.25
69.6,279.3,28.7,31.6,27.1,7609
72.8,257.3,28.3,31.5,26,7168.5
68.9,257.3,28.2,32.3,25.7,5294.375
62,269.3,27.4,32.3,23,5802
54.9,274.8,28.8,33.9,24.2,2629.375
58.6,190.3,29.3,32.3,26.3,5760.5
78.9,133.8,25.7,28.7,23.7,681.25
60.4,122.3,26.6,31.5,21.9,172.875
52.3,157.3,27.1,32.1,22,254.375
52.3,157.3,27,31.6,22.8,228
61.6,157.1,25.6,29.3,22.5,385.875
59.4,146.1,26.4,30.8,22.7,514.5
79.1,133.1,25.5,26.7,24.5,437.25
69.6,146.1,25.1,28.3,22.3,501
65.8,146.1,24,27.9,21.1,197.125
54.6,141.1,23.5,28.2,19.8,247.5
49.9,141,22.4,26.9,17.3,236.125
46.5,136.5,22,27.5,16.4,377.75
52.9,84.5,21.2,24.1,17.9,4008.875
59.6,84.5,20.8,23.1,19,296.875
61.8,84.5,21.9,26.9,17.9,478.375
63.4,84.5,22.9,27.9,18.4,1345.5
67,82.5,23,26.5,19.8,929.625
90.6,82.5,20.1,20.9,19.1,222.5
80.4,94,23,26.3,20.3,295.375
87.5,130.5,22.9,25.2,20.9,15.875
81.1,181,23.1,25.3,21.5,86
59.5,188,23.4,28.2,20.3,99.125
49.3,188,20.9,27,15.2,110.375
48.4,175,22.6,29.3,17,255.75
54,169,24.4,31.1,17.5,97.875
56,169,24.7,30.2,20.5,122.125
71.5,169,23.4,28,20.1,174.75
66.9,169,23.8,27.8,19.9,425.375
54.9,134,23.1,27.2,20.4,170.375
55.6,134,23.8,29,18.6,109.625
81.8,134,22,23.9,20,65.625
57.3,138.5,19.5,24.2,15.3,106.375
36.9,138.5,17.3,22.5,12.7,109.375
50.9,138.5,17.9,24,10.9,76.25
70.6,117,17.4,19.9,15.2,92.625
86.1,121,17.2,19.7,14.7,141.375
71.8,137.5,20.7,25.5,18,99.75
66.8,138.5,21.6,27.2,17.2,608.625
58.6,138.5,19.4,22.8,15,480.5
49.1,138.5,16.3,21.3,11,568.625
54.6,138.5,17.4,25.1,10.7,332.375
48,138.5,20,28.1,12.6,231.5
53.5,138.5,20.8,25.7,15.4,176.875
65.9,138.5,22.8,26.9,19.8,229.125
63.9,138.5,20.5,26.4,15.5,536.125
71,141.5,21.1,26.4,15.9,1305.875
57.5,130,18.1,20.7,14.1,858.125
53.8,93.5,16.4,21.5,11,213.75
62,49.5,17.3,23.4,12.2,165.125
63.6,38,18.3,24.4,13.3,164.5
79.4,38,12,17.4,7.7,116.5
53.1,41.5,11.2,16.8,6.1,49.75
55.5,41.5,12.4,18.9,6.8,71.25
54.8,41.5,13.6,20.2,8.1,75.125
59.1,41.5,14.6,19.5,9.8,66.5
60.1,41.5,16.7,22.9,11.7,116.625
50.3,41.5,16.2,22.2,12,116.5
46.1,41.5,15.9,21.7,11.3,78.5
49.1,41.5,16.2,22.1,12.2,87.625
50.8,37,13.1,18.5,7.8,75.5
41.9,37,9.3,14.5,5.3,21.75
50.5,37,10,15.7,4.3,14.875
56.3,37,11.4,18,5.1,29
65.5,33,11.6,16.7,6.7,45.25
71.3,14,12.7,16.5,9.5,33
58.9,13.5,10.5,16.2,6.4,35.75
54.9,13.5,11.7,18.8,5.5,33.5
70.9,31,15.7,24.8,11.1,138
54.6,31.5,13.1,19.3,8,765.3636364
57.8,31.5,12.3,20.5,8.5,1821.363636
56.5,31.7,11.3,15.5,6.8,21.27272727
45.9,31.7,13.1,19,7.6,29.72727273
48.3,31.7,15.7,22.3,8.7,27.45454545
83.9,33.7,14.5,19.5,11.5,61.45454545
60.8,37.7,16.8,23.8,9.8,24.81818182
43.4,37.7,20.5,28.3,12.9,33.27272727
54.4,37.7,18.9,23.8,15.9,53.90909091
79.1,60.7,16.4,20.4,13.6,19.90909091
69.9,70.7,19.2,25.6,11.9,35.18181818
59.1,70.7,19.6,25.9,15.3,53.54545455
66.9,70.7,18.2,23.7,14.5,34.18181818
50.3,71,19,26.2,12.3,65.63636364
48,68,20,26.2,14.3,57
50.1,68,20.3,27.1,13.7,69.45454545
55.1,68,20,26.2,14.1,95.90909091
45.4,68,21.5,28.4,16.1,295.2727273
65.3,68,20.1,26.5,15.9,489.8181818
63.4,68,20.9,28.3,13.6,271.8181818
68.4,68,22,27.8,17.6,337.1818182
68.8,68,21.3,27.9,16.9,86.18181818
78.9,68,20.5,24.9,18.3,231.6363636
67.4,89,19.4,24.7,16.5,143.4545455
49.5,82,22.8,28.3,16.7,190.8181818
60.8,68.5,24,29.8,19.9,166.5454545
54.6,63,23.2,30.9,17.5,125.1818182
42.5,63,24.8,31.8,17.3,132.3636364
50.3,63,26.2,33.3,20.5,129.4545455
58.1,62,24.7,29.9,20.4,109.3636364
73.5,62,22.6,24.6,20.6,1088.272727
95.3,63.8,18.7,21,17.5,212.2727273
61.5,96.8,22.8,27.8,18.7,176.7272727
58.8,96.8,22.9,26.1,20.4,179.1818182
58.9,94.8,24.4,31.1,18.8,208.3636364
65.1,90.8,23.5,27.1,19.7,406.8181818
75.3,90.8,21.4,24.5,19.2,100.4545455
70.8,90.8,22.9,28.7,18.5,176.8181818
72,67.8,23.6,29.3,20,460.1818182
87.1,63.3,20.5,26.9,18.3,224.3636364
73.9,82.3,21.2,27.1,17.3,221.0909091
79,82.4,21.3,25.8,18.4,1800.181818
71.6,82.1,22.5,27.7,18.3,1834.909091
69.9,82.1,23.2,28.5,19.5,1531
66.4,82.1,23.9,29,19.1,2369.272727
71.3,85.6,24.4,29.1,20.5,0
79.3,85.7,22.5,25.6,20.8,166
76.5,85.7,24.2,28.6,20.7,190
80.9,87.2,23.1,28.2,19.8,135.0909091
74.4,95.7,23.7,29,20.2,181.9090909
91.4,96.1,21,23.2,19.4,195.7272727
74.6,99.6,22.9,27.2,19.4,142.4545455
74.1,98.1,23.8,29,20.2,175.6363636
68,98.1,24.4,29.5,20.2,242.4545455
74.8,98.1,24.1,29.5,20.6,249.2727273
71.6,98.1,23.8,28.4,21.3,190
70.3,98.1,24.1,29.8,20.9,245.1818182
68,98.1,25.3,30.2,21.2,272.8181818
67.8,98.1,26,31.2,21.1,288
77.3,96.1,25.7,31.1,22.1,294.1818182
85.5,83.6,22.6,24.7,21.4,245
62.1,85.6,26.8,32.3,21.6,260.4545455
70.4,85.6,25.7,29.7,22.3,135.6363636
65.8,85.6,25.7,29.5,23,129.0909091
61.4,85.6,27.1,33.8,20.8,105.0909091
73,85.6,25.9,29.3,23.7,104.2727273
78.3,85.8,27.6,33,25.6,89.63636364
57.9,80.8,28.9,33.6,24.6,152.4545455
63.4,61.8,27.1,32.8,23,354.3636364
74.3,61.7,25.3,29.6,22.9,277.2727273
73.4,61.7,25.4,29.4,23,368.0909091
70.8,61.7,26.4,30.7,22.8,351.3636364
69.4,61.7,26.8,32.3,23.9,358.9090909
68.4,61.7,26.6,32.2,23.5,338.7272727
75.9,58.2,25.9,29.6,23.6,268.4545455
80.5,58.3,26.1,30.6,22.6,287.4545455
79.8,59.8,27,30.7,24.7,330.6363636
75.8,58.3,27.9,33.2,24.6,351.7272727
73.9,49.8,27.3,31.6,24.4,393.9090909
83.9,49.4,25.9,28.2,24.6,351
90,41.4,23.6,25.2,21.7,455.7272727
92.8,96.4,21.9,24.5,19.1,424.9090909
81.9,144.4,27.5,33.7,22.1,218.7272727
86.1,203.9,22.6,27.3,20.8,218.5454545
75,206.4,25,30.6,21.4,276.8181818
71.6,206.4,26.6,31.3,21.6,265.9090909
68.4,206.4,26.5,30.1,23.4,202.6363636
70.6,206.4,28.6,33.5,25,169
75.9,206.4,28.6,34.4,25.8,81.72727273
63.4,187.4,30.2,34.7,24.7,79.81818182
55,185.4,31.4,35.8,28.7,68.27272727
87.6,185.4,26.5,30.5,24.1,50.36363636
93,198.4,26.4,29.6,24.7,55.45454545
87.5,204.9,26.6,29.2,25,63
92.4,204.9,24.4,26.2,22.5,87.90909091
91.1,215.2,24.7,27.1,22.6,73.45454545
62.3,214.9,26.1,30.6,21.9,141.9090909
48.4,214.9,26.5,31.6,22.3,127.7272727
79.4,214.9,23.4,27.7,19.6,186.5454545
78.4,257.4,23.7,28.6,18.3,96.27272727
77.8,257.4,25.8,30.4,22.3,1272.454545
75.3,257.4,24.2,26.7,22.5,210
78.6,257.4,22.3,24.2,21.4,194.9090909
72.9,257.9,24.9,29.6,20.9,190.2727273
73.9,257.7,26.1,31.8,22.2,216.8181818
81.1,256.2,24,25,22.9,232
90,259.2,22.3,24.4,20.9,311
96.6,270.7,22.3,25.3,20.4,255.9090909
86,275.2,24.8,28,22.4,163.0909091
96.5,259.2,23.1,24.6,21.8,189.4545455
83.4,250.7,24.7,28.2,21.8,93.18181818
79.5,217.7,25.2,29.7,22.8,194.8181818
75.5,158.7,25.6,30.7,20.7,184.9090909
71.8,156.3,25.9,28.6,24.1,202.2727273
71.4,156.3,25.4,29.6,21.6,195.1818182
66.8,167.8,24.6,28.6,21.1,125.3636364
65.3,167.8,25.1,30.7,19.8,216.0909091
71.9,167.8,25.2,30.1,21,198.3636364
71.6,172.8,24.6,30.7,19.9,194.0909091
68.6,172.8,24.1,29,20.7,206.8181818
72.5,172.8,24.1,29.7,20.4,217.6363636
73.6,161.3,23.1,27.7,19.3,188.8181818
99.8,160.8,19.1,20.6,17.4,138
79.4,218.3,22.4,27.6,18,116
76,207.8,23.8,29,20,258.2727273
66.9,207.6,25.2,30.8,20.3,242.8181818
72.1,207.6,25.3,31.3,19.8,210.2727273
75,207.6,24.8,30.2,20.6,218.3636364
66.5,165.1,23.3,28.2,19.9,232.1818182
60.6,165.1,22.4,28.9,16.7,150
61.1,165.1,23.3,29.2,17.5,166.4545455
74.9,165.1,21.3,26.6,18.6,152.5454545
60.9,164.7,23.1,28.3,18.6,233.3636364
60.6,164.7,23,28.4,18.2,215.5454545
