64.9,164.7,23.1,27.5,20.6,248.7272727
43.8,161.7,21.3,27,15.8,176.9090909
52.3,150.2,20.2,22.6,17.6,194
56.5,145.7,20.6,27,16.2,276.5454545
55,145.2,21.4,28.4,14.9,88.09090909
52.5,98.7,21.6,28.1,15.4,153.9090909
61.6,83.7,20.2,25.6,17.5,175.9090909
57.5,83.2,21.4,27.9,15,166.8181818
52.1,83.1,23,29,18.1,154.3636364
77.9,83.1,20.3,23.8,18,331.4545455
66.9,78.1,22.2,27.7,17.7,449.8181818
78.1,78.1,21,24.2,18.6,267.9090909
79,78.1,21.4,25.1,18.3,357.0909091
85.5,71.6,21.7,24.7,19.2,427.8181818
99,72.1,19.4,20.7,17.7,2413.818182
72.5,88.1,18.9,23.7,15.4,670.2727273
68.6,86.6,19.2,24.4,14.9,624.7272727
89,80.6,18.1,20.1,17.1,459.8181818
74.3,32.1,16.1,20.8,13.4,869.3636364
62,32.1,16.9,23,11.6,796.2727273
53.1,32.1,17.1,23.2,12.5,783.4545455
57,32.1,16.6,22.6,10.5,907
64.8,32.1,16.1,22.5,11.6,568.3636364
61.5,32.1,16.7,23.6,10,558.4545455
60.4,32.1,18.6,25.4,12.4,425.4545455
63.3,32.1,19,26.3,12.5,534.2727273
57.4,32.1,19.4,25.6,13.6,516.9090909
48.5,32,21.2,29,13.9,459.9090909
51.9,32,17.4,21.7,11,278.5454545
51.8,32,13.8,20,8.5,220.0909091
60.4,32,13.8,20,8.9,240
53.8,32,13.2,18,9.3,211.4545455
53.8,34.5,13.6,21.2,6.6,58.45454545
68.9,34.5,15.5,22.5,9.4,18.81818182
61,34.5,17,22.7,11.2,29.18181818
97.8,34.5,14.4,17.1,12.9,43.63636364
92.8,56,13.8,15.7,11.9,29
69,74.5,13.6,18.7,10.4,24.63636364
67.8,74.5,13.8,20.6,8.5,13
78,68,15.1,21,9.9,18
81.1,68,16.5,22.2,12.9,19.27272727
76.9,68,16,19.9,11.6,30.09090909
35.3,68.5,10.7,16.9,6.1,26.54545455
43.4,68,10.2,19.4,2.7,4.636363636
46.4,52,12.1,20.8,4.9,5.181818182
45.8,52,14.2,20.8,7.7,9.090909091
62.1,52,15,18.2,12.8,66.27272727
